26070	hon-don-ky	Ký Hỗn Độn
26071	nguy-hiem-dich-thieu-nu-mon-	Các Thiếu Nữ Nguy Hiểm Đem Ta Cuốn Vào Ở Trong Nguy Hiểm
26072	nan-dao-nga-thi-than	Chẳng Lẽ Ta Là Thần
26077	than-ky-bao-boi-chi-thuong-	Thợ Săn Tiền Thưởng Thần Kỳ Bảo Bối
26082	nga-dich-nu-huu-thi-long-	Bạn Gái Của Ta Là Long Ngạo Thiên
26083	nhat-huong-gia-dich-phan-nghich	Nhật Hướng Nhà Phản Nghịch
26086	khoai-xuyen-chi-chung-cuu-hac-	Cứu Vớt Xuyên Nhanh Hắc Hoá Nam Chính Boss
26090	trach-thon-tieu-bach-hop-bat-	Sawamura Sayuri Không Muốn Bị Công Lược
26092	doc-thu-thanh-thanh	Đọc Sách Thành Thánh
26096	cuong-bao-loi-than	Lôi Thần Cuồng Bạo
26097	vi-dien-chi-tu-tien-sinh-nhai	Tu Tiên Vị Diện Kiếp Sống
26099	bach-son-mong-tuyet	Tuyết Mộng Bạch Sơn
26100	nhat-bo-thau-thien	Một Bước Trộm Trời
26101	trung-sinh-chi-thuc-nghiep-de-quoc	Trùng Sinh: Đế Quốc Thực Nghiệp
26104	vu-su-trong-kien	Vu Sư Trùng Kiến
26106	dai-luc-my-man-hanh	Đại Lực Comic Mỹ Được
26108	tong-man-ly-dich-canh-quan	Tổng Mạn Sĩ Quan Cảnh Sát Trong
26110	phan-than-van-tue	Phân Thân Vạn Tuế
26112	thanh-son-bat-cai	Thanh Sơn Không Sửa
26114	tu-co-tien-sinh-dich-cong-	Tiên Sinh Tài Xế Công Lược Không Có Vấn Đề
26125	cuc-pham-luoc-doat-he-thong	Cực Phẩm Cướp Đoạt Hệ Thống
26129	vong-co-than-thoai-chi-tuyen-	Trông Tuyển Chọn Lời Cổ Thần Trời Ghi
26134	gia-lac-de-dich-thu-nguyen-	Thứ Nguyên Của Chaldea Gây Sự Đường Đi
26137	sieu-cap-mo-binh-thuong-kho	Siêu Cấp Mộ Binh Kho Hàng
26138	mat-the-hao-phong-dong	Mạt Thế Chủ Nhà Tốt
26139	trung-sinh-bach-xa-truyen	Trùng Sinh Bạch Xà Truyện
26140	vo-han-tuy-co-he-thong	Vô Hạn Hệ Thống Tuỳ Cơ
26146	dia-cau-chu-than	Chủ Thần Địa Cầu
26150	trung-sinh-nhat-ban-cao-ngu-lac	Trùng Sinh Nhật Bản Làm Giải Trí
26153	ao-dac-man-quai-thu-chien-	Ultra-man, Quái Thú, Chiến Đội Bách Khoa Lớn
26156	ma-le-to-lich-hiem-ky	Mã Lệ Tô Lịch Hiểm Ký
26157	thien-bien-xa-tinh	Chân Trời Bắn Sao
26158	tang-phong	Giấu Mối
26160	nga-chan-dich-mot-khai-quai	Ta Thực Không Có Bật Hack
26162	yeu-ma-dao	Yêu Ma Nói
26165	hoang-da-hanh-van-than	Hoang Dã Thần May Mắn
26169	dieu-gia-dich-du-nhan-sinh-hoat	Chim Sinh Hoạt Nhàn Nhã Của Gia
26170	sieu-cap-cu-thu-phan-than	Cự Thú Siêu Cấp Phân Thân
26171	hoi-dao-son-cau-khu-chung-dien	Trở Lại Khe Núi Đi Làm Ruộng
26178	do-thi-tieu-the-gioi	Đô Thị Thế Giới Nhỏ
26180	hong-canh-chi-sieu-thoi-khong-	Siêu Thời Không Cảnh Đỏ Binh Đoàn
26182	tu-hoan	Tự Vui
26183	nga-dich-nu-huu-quai-quai-dich	Bạn Gái Của Ta Là Lạ
26185	hoa-anh-chi-thu-dao-dinh-thu	NARUTO: Akimichi Chōji
26187	de-nhat-khoa-cu-phu-dao-su	Khoa Cử Thứ Nhất Phụ Đạo Sư!
26189	long-trieu-thoi-dai	Lộng Triều Thời Đại
26190	cuc-dao-yeu-quy	Yêu Quỷ Yakuza
26191	toi-cuong-te-thien-dai-thanh	Nhất Mạnh Tề Thiên Đại Thánh
26197	thanh-van-tranh-tien	Mây Xanh Tranh Tiên
26199	cuc-pham-phu-tro-he-thong	Cực Phẩm Hỗ Trợ Hệ Thống
26201	dien-anh-the-gioi-xuyen-thoa-mon	Điện Ảnh Thế Giới Xuyên Thoi Cửa
26203	dia-trung-hai-ba-chu	Bá Chủ Địa Trung Hải
26211	hoa-ngu-chi-mong	C-biz: Mộng
26214	du-tuyen-thuy-ty-ty-cong-	Cùng Tỷ Tỷ Nước Suối Ngày Cộng Đồng Vượt Qua
26217	lac-dan-luan-chi-huy	Huy Lordaeron
26224	vo-han-khe-uoc-he-thong	Hệ Thống Khế Ước Vô Hạn
26225	xam-nhap-di-thu-nguyen	Xâm Nhập Dị Thứ Nguyên
26233	tuu-thi-ca-dao-si	Chính Là Cái Đạo Sĩ
26236	da-khai-nhi-dich-nhiem-vu-	Mở Ra Nhật Ký Nhiệm Vụ Của Ngươi
26238	phi-thuy-chi-kiem	Thanh Kiếm Ngọc Bích
26239	bach-lang-cong-ton	Công Tôn Sói Trắng
26240	nga-tong-chu-than-khong-gian-	Ta Theo Không Gian Chủ Thần Trở Về
26241	long-mach-quan-vuong	Quân Vương Long Mạch
26244	bien-than-chi-huy-hoa-anh	Biến Thân Chi Huỷ Hoả Ảnh
26249	nga-huu-nhat-ca-bi-mat	Ta Có Một Bí Mật
26250	chu-thien-sat-than	Sát Thần Chư Thiên
26252	hac-khach-phap-su	Pháp Sư Hacker
26256	21-the-ky-luyen-khi-chuyen-gia	Chuyên Gia Luyện Khí Thế Kỷ 21
26257	hac-am-dich-chu-than	Chủ Thần Hắc Ám
26267	tran-cot	Xương Bụi
26269	hoa-ha-xuan-thu	Xuân Thu Hoa Hạ
26270	van-phap-chuong-khong-gia-du-	Chưởng Khống Giả Vạn Pháp Cùng 13 Vị Nô Lệ
26273	su-thuong-toi-cuong-cau-hung-	Trong Lịch Sử Mạnh Nhất Hệ Thống Gấu Chó
26287	dai-vuong-nhieu-menh	Đại Vương Tha Mạng
26288	nga-bi-phi-nhan-loai-hi-	Ta Bị Loại Phi Nhân Ưa Thích Còn Bị Màn Đạn Vây Xem
26290	luc-nhan-nhan-sinh	Đời Người Thảm Cỏ Xanh
26292	so-ma-thu-duong-thanh-ke-hoach	Thú Chữ Số Dưỡng Thành Kế Hoạch
26294	truyen-dang	Truyền Đèn
26297	vu-su-dich-lu-do	Đường Đi Của Vu Sư
26301	xuyen-viet-chi-toi-cuong-vo-tung	Xuyên Qua: Mạnh Nhất Võ Tòng
26302	su-tien-the-gioi-dai-truc-ba	Thế Giới Sử Tiền Phát Trực Tiếp Lớn
26303	du-nhi-bien-chuc-dich-truyen-	Cùng Bài Hát Truyền Thuyết Ngươi Bện
26304	trong-nhien	Châm Lại
26307	hac-dong-dich-thanh-boi-bao-	Chén Thánh Mắt Đen Chạy Đoàn Chiến Tranh
26308	kiem-chuc-dai-phan-phai	Kiêm Chức Trùm Phản Diện
26314	vo-han-the-gioi-ly-dich-	Tà Thần Trong Thế Giới Vô Hạn
26315	da-nguyen-vu-tru-de-quoc-	Đế Quốc Vũ Trụ Đa Nguyên Quật Khởi
26317	hoat-tai-chu-thien	Sống Ở Chư Thiên
26318	thai-duong-chien-si-dich-vo-	Hành Trình Vô Hạn Của Chiến Sĩ Thái Dương
26333	my-thuc-chuong-tru-nhan	Mỹ Thực Đầu Bếp Người
26337	chan-khoa-ky-vo-song	Khoa Học Kỹ Thuật Thật Vô Song
26339	nga-dich-nu-huu-thi-nuong-	Bạn Gái Của Ta Là Nương Hoá Faker
26342	bi-tham-the-gioi	Thế Giới Bi Thảm
26344	nga-mon-dich-nam-than-bang-	Nam Thần Của Chúng Ta Tan Vỡ Rồi
26345	quoc-te-che-tao-thuong	Quy Chế Đơn Vị Đo Lường Quốc Tế Tạo Thương
26346	doi-vu-gia-ca-the-gioi-	Đối Với Thế Giới Này Ta Hơi Biết Một Hai
26352	nhuoc-xuan-hoa-canh-minh	Như Xuân Và Sáng Cảnh
26354	ao-thuat-chi-lo	Con Đường Áo Thuật
26355	tu-co-hong-lau-xuat-tai-tu	Từ Xưa Hồng Lâu Ra Tài Tử
26356	au-hoang-dich-vo-han-the-	Hành Trình Thế Giới Vô Hạn Của Âu Hoàng
26360	bien-than-ky-si-tieu-thu	Biến Thân Kỵ Sĩ Tiểu Thư
26364	trung-sinh-chi-dien-thuong-cau-	Trùng Sinh: Ngày Của Chó Điện Thương
26367	cuc-pham-dai-thai-giam	Đại Thái Giám Cực Phẩm
26377	1942-phong-khoi-nam-duong	1942 Gió Thổi Nam Dương
26378	huyet-quy-the-gioi	Thế Giới Quỷ Máu
26380	nga-tao-vat-chu	Ta, Thần Sáng Thế
26381	chuc-nghiep-phan-ti	Fan Hâm Mộ Chuyên Nghiệp
26382	loc-mon-ca	Bài Hát Cửa Hươu
26383	tha-dich-danh-tu-khieu-ma-	Danh Tự Của Nàng Kêu Mã Lệ Phương
26384	son-ly-huu-dao-quan	Trong Núi Có Đạo Quán
26385	hoang-hon-bien-nien-su	Biên Niên Sử Hoàng Hôn
26386	nga-tai-tien-hiep-dich-ngu-	Ta Tại Tiên Hiệp Giải Trí Đế Quốc
26391	tai-ha-thanh-nhan	Thánh Nhân Của Tại Hạ
26392	vo-han-tien-tri	Tiên Tri Vô Hạn
26394	lam-dan-thieu-soai	Thiếu Soái Giới Bóng Rổ
26395	tien-hoa-chi-nhan	Con Mắt Tiến Hoá
26396	nhan-cong-tri-nang-loan-bien-	Trí Tuệ Nhân Tạo Biên Niên Sử Loạn
26401	ty-menh	Ty Mệnh
26404	luyen-khi-chan-tien	Chân Tiên Luyện Khí
26407	di-than-quat-khoi	Thần Dị Quật Khởi
26412	cuc-pham-nam-than	Nam Thần Cực Phẩm
26413	bien-than-benh-nhuoc-khoa-ky-	Biến Thân Thiếu Nữ Khoa Học Kỹ Thuật Ốm Yếu
26414	gia-lac-de-cong-tac-nhan-	Nhật Ký Nhân Viên Công Tác Chaldea
26418	tan-phien-tien-hanh-thi	Anime Mới Tiến Hành Lúc
26423	minh-mat-hao-nu-te	Minh Mạt Con Rể Tốt
26424	than-khi-chung-thuc-khong-gian	Thần Khí Gieo Trồng Không Gian
26427	duong-phap-su-dich-nga-tuong-	Ta Đương Pháp Sư Muốn Làm Anh Linh
26428	tien-dinh-phong-dao-truyen	Phong Tiên Đình Nói Truyền
26436	nga-huu-dai-nho-he-thong	Ta Có Hệ Thống Đại Nho
26437	trung-khai-phi-duong-nien-dai	Mở Lại Tung Bay Niên Đại
26445	nga-tai-trung-co-the-ky-	Ta Tại Trung Cổ Thế Kỷ Đương Công Tước
26446	cuc-han-chung-cuu	Cực Hạn Cứu Vớt
26447	to-chat-tu-tien	Tố Chất Tu Tiên
26448	thuong-mon-nu-te-dich-du-	Đến Cửa Sinh Hoạt Nhàn Nhã Của Con Rể
26455	toi-nganh-dich-cot-chung-uy-uong	Xương Cứng Nhất Chung Uy Vũng
26457	13-cap-hai-khieu-chi-hau	13 Cấp Về Sau Sóng Thần
26458	dai-han-quang-vo	Đại Hán Chỉ Riêng Võ
26459	thuong-ca-hong-bao-khu-ta-van	Đoạt Cái Bao Lì Xì Đi Ghi Văn
26464	van-thanh-ky	Vạn Thánh Kỷ
26470	thinh-duong-du-tan	Tro Tàn Thịnh Đường
26472	nga-gia-nhat-phap-truong-xao-	Ta Một Gậy Phép Này Đánh Xuống Đi Ngươi Khả Năng Biết Chết
26474	vi-gia-vo-thu-dich-di-	Vì Thế Giới Khác Tẻ Nhạt Này Dâng Lên ACG Cách Mạng
26475	di-gioi-thuc-pho	Thực Đơn Thế Giới Khác
26477	luc-linh-nien-dai-hao-sinh-hoat	Sáu Lẻ Niên Đại Dễ Sinh Hoạt
26486	luc-tich-chi-dai-hoang-te	Sáu Đại Hoang Dấu Vết Tế
26488	vinh-dieu-chi-quan	Vương Miện Vinh Quang
26491	quyen-luc-chi-mon	Cánh Cửa Quyền Lực
26493	van-ngu-van-tue	Vui Chơi Giải Trí Vạn Tuế
26496	trong-diep-dich-thu-nguyen	Thứ Nguyên Trùng Điệp
26498	toan-thach-vuong-bai-chi-dau-	Cầu Thủ Ném Banh Vương Bài Kim Cương Trở Về
26499	vo-tan-thuong-mang	Võ Tận Mênh Mông
26500	phan-dau-tai-van-minh	Phấn Đấu Ở Sáng Muộn
26503	chung-khi-thoi-dai-dich-dao-si	Đạo Sĩ Của Thời Đại Hơi Nước
26505	thinh-nien-khuoc-trong-lai	Thịnh Niên Lại Lặp Lại
26513	toan-nang-chieu-yeu-kinh	Kính Chiếu Yêu Toàn Năng
26514	khoai-xuyen-he-thong-chi-phan-	Xuyên Nhanh Phản Diện Hệ Thống BOSS Đột Kích
26520	nga-khu-hac-hon-kiem-lap-sac	Ta Đi Hắc Hồn Nhặt Rác Rưởi
26521	chung-khi-bang-khac-ha-dich-	Thần Bí Thế Giới Dưới Steampunk
26526	vi-dien-sieu-pham-chi-lo	Vị Diện Con Đường Siêu Phàm
26530	nu-hoan	Nữ Hoạn
26531	tien-tan-manh-si	Lực Sĩ Tiền Tần
26534	cuong-no-ky-si	Cuồng Nộ Kỵ Sĩ
26535	dong-bac-ho-khieu	Hổ Đông Bắc Khiếu
26542	tu-mau-chi-tam	Trái Tim Từ Mẫu
26544	bien-than-chi-la-li-chu-ba	Loli Biến Thân Chủ Bá
26561	cuong-uoc-toi-cuong-tu-than	Cương Hẹn: Mạnh Nhất Tử Thần
26562	bien-than-tai-nhat-ban-mai-	Biến Thân Ở Nhật Bản Bán Quan Tài
26564	kha-nam-chi-mac-hau-dai-	Conan Phía Sau Màn Lớn Chúa Tể
26566	van-ngu-dai-lao-dich-tu-	Tự Mình Của Đại Lão Vui Chơi Giải Trí Dưỡng Thành
26569	13-lo-mat-ban-xa	13 Chuyến Xe Cuối Đường
26571	hoan-nghenh-lai-dao-boss-doi	Hoan Nghênh Đi Tới Đội BOSS
26573	loan-the-binh-dan	Loạn Thế Bình Đàn
26576	do-thi-chi-dieu-giao-toan-	Dạy Dỗ Đô Thị Toàn Nhân Loại
26582	pho-thong-xuyen-viet-gia-dai-khai	Người Xuyên Việt Phổ Thông, Đại Khái
26586	dieu-hi-van-ngu	Chòng Ghẹo Vui Chơi Giải Trí
26587	du-nhan-thue-vu-quan	Quan Thuế Vụ Nhàn Nhã
26588	hac-khoa-ky-nghien-phat-trung-tam	Công Nghệ Đen Nghiên Phát Trung Tâm
26590	sieu-cap-trong-cong	Công Nghiệp Nặng Siêu Cấp
26598	xuyen-viet-dai-phan-phai	Xuyên Qua Trùm Phản Diện
26600	phien-thien-giam	Ngất Trời Giám
26604	bao-xuat-nga-nhan-sinh	Chạy Ra Đời Người Của Ta
26605	tuc-the-dia-tien	Thế Tục Địa Tiên
26607	chu-thien-van-gioi-dich-luoc-	Kẻ Cướp Bóc Của Chư Thiên Vạn Giới
26613	vo-han-chi-tong-ta-luan-	Vô Hạn Chi Theo Sharingan Đến Luân Hồi Mắt
26615	tong-ngau-tuong-trung-khai	[Tổng] Thần Tượng Mở Lại
26616	tinh-gioi-du-dan	Du Dân Tinh Giới
26619	gia-ca-the-gioi-dao-de-	Thế Giới Này Đến Cùng Là Hoạ Phong Gì
26625	ngan-ha-tan-dau-dich-tieu-	Tiệm Cơm Nhỏ Đầu Cuối Ngân Hà
26633	hau-lai-tha-thanh-lieu-nu-	Về Sau, Hắn Thành Nữ Trang Khổng Lồ Khổng Lồ
26636	thoi-khi-cuong-tam-dich-vi-	Hành Trình Vị Diện Của Tokisaki Kurumi
26640	da-nguyen-vu-tru-dich-kien-	Người Chứng Kiến Của Vũ Trụ Đa Nguyên
26641	phung-ma-chi-mong	Gặp Mộng Ma
26644	sac-tuong-hon-troc	Nhan Sắc Đục Ngầu
26645	phong-sao-ly-dich-nu-vuong	Nữ Vương Trong Tổ Ong
26646	dai-minh-thiet-cot	Thiết Cốt Đại Minh
26649	vi-lai-dai-dao-sat	Tương Lai Lớn Trốn Giết
26650	vo-han-trung-dich-luc-mao-	Người Ban Phát Nón Xanh Trong Vô Hạn
26659	hoan-hung-dich-chung-cuc-tien-hoa	Chung Cực Của Chồn Hôi Tiến Hoá
26666	ha-xuyen-chi-chu	Chúa Tể Sông Ngòi
26667	hai-tac-chi-loi-than-giang-lam	Lôi Thần Hải Tặc Buông Xuống
26669	a-dung	A Dung
26671	toan-chuc-liep-nhan-chi-nac-	Noah Thợ Săn Toàn Chức Chi Tâm
26673	nga-hai-duc-lap	Ta, Hyde Kéo
26677	toan-nang-du-hi-thiet-ke-su	Nhà Thiết Kế Trò Chơi Toàn Năng
26678	vo-thuong-quat-khoi	Vô Thượng Quật Khởi
26683	chan-thuc-dien-anh	Điện Ảnh Chân Thật
26685	trung-sinh-au-my-duong-dai-su	Trùng Sinh Âu Mỹ Đương Đại Sư
26686	nga-ban-cang-dao-dien-anh-nhan	Ta Vốn Người Điện Ảnh Đảo Hồng Kông
26687	mat-nhat-dai-lao-toc-thanh-	Tận Thế Đại Lão Chỉ Nam Tốc Thành
26688	ta-ac-nai-trat-tu-so-thu	Tà Ác Chính Là Trật Tự Chỗ Thụ
26690	dong-phuong-tan-de-quoc	Quốc Tân Đế Phương Đông
26694	xuyen-viet-thoi-khong-dich-lu-nhan	Xuyên Qua Lữ Nhân Của Thời Không
26695	quan-vu-nga-gia-nhap-lieu-	Về Ta Gia Nhập Kiện Sự Này Tổ Chức Tà Ác
26696	do-thi-chi-canh-gioi-vinh-dieu	Cảnh Đô Thị Giới Vinh Quang
26699	nhat-chich-ca-tu-lap-dich-	Một Con Hành Trình Thời Không Của Godzilla
26700	tuu-van-nhi-khi-bat-khi	Liền Hỏi Ngươi Khí Không Tức
26705	tong-hop-cach-dau-chi-vuong	Tổng Hợp Vua Cách Đấu
26707	nga-dich-do-kim-thoi-dai	Ta Mạ Vàng Thời Đại
26708	than-binh-thanh-thu	Thánh Thủ Thần Binh
26714	thien-duong-boi-hau	Sau Lưng Thiên Đường
26720	mo-my-man-dich-nhat-phuong-	Nào Đó Comic Mỹ Accelerator
26723	van-nghe-gioi-ky-ba	Giới Văn Nghệ Kỳ Cục
26727	thinh-duong-cao-ca	Thịnh Đường Hát Vang
26731	van-dan-cuu-the-chu	Chúa Cứu Thế Văn Đàn
26735	bach-xa-chung-dao-hanh	Rắn Trắng Chứng Đạo Hạnh
26737	thuyet-xuat-lai-nhi-kha-nang-	Nói Đi Ra Ngươi Khả Năng Không Tin
26739	tinh-hau-nga-thanh-lieu-nu-	Tỉnh Sau Ta Thành Ba Ba Cùng Bàn Nữ
26740	nhan-dao-quat-khoi	Người Nói Quật Khởi
26741	mieu-dich-di-san	Di Sản Của Mèo
26745	loi-phap-vi-vuong	Lôi Pháp Vì Vương
26747	nu-chu-hoat-tai-nam-nhan-	Nữ Chính Sống Ở Trong Não Động Của Các Nam Nhân
26748	gia-giao-cap-nga-de-hoa	[Gia Giáo] Cho Ta Đưa Lửa
26756	quoc-gia-dich-chu-than	Chủ Thần Của Quốc Gia
26759	cao-nguy-chuc-nghiep	Rủi Ro Cao Chuyên Nghiệp
26760	menh-van-kien-chung-gia	Người Chứng Kiến Vận Mệnh
26761	bi-xuyen-viet-dich-canh-gioi-tuyen	Bị Tuyến Cảnh Giới Xuyên Qua
26764	dai-diet-the-he-thong	Lớn Diệt Thế Hệ Thống
26765	son-cau-thu-hoa-gia	Nhà Thi Hoạ Khe Núi
26769	nga-huu-nhat-ca-di-the-gioi	Ta Có Một Thế Giới Khác
26773	nga-trung-sinh-dich-lao-ba	Lão Bà Ta Trùng Sinh
26775	thien-kien-tien-sinh	Tiên Sinh Thành Kiến
26778	khao-co-thu-ky	Tự Tay Ghi Chép Khảo Cổ
26783	yen-chi-trai	Khoản Nợ Son Môi
26786	phan-phai-ai-dich-thinh-the-	Phản Phái Ái Đích Thịnh Thế Mỹ Nhan Ta Đều Có
26792	vong-du-chi-tieu-nao-giang-ho	Game Online: Cười Đùa Giang Hồ
26793	dao-nguyen-nong-gia-nhat-thuong	Nông Gia Đào Nguyên Thường Ngày
26795	phi-kiem-van-dao	Phi Kiếm Hỏi Rằng
26797	the-tu-dich-bi-mat	Bí Mật Của Thê Tử
26800	du-hi-giang-lam-di-the-gioi	Trò Chơi Buông Xuống Thế Giới Khác
26808	vo-han-thap-van-nien	Vô Hạn Mười Vạn Năm
26813	buc-xa-thieu-nu-bach-khiet	Bức Xạ Thiếu Nữ Bạch Khiết
26817	nga-dich-dai-minh-ly-tuong-quoc	Đại Minh Của Ta Quốc Lý Tưởng
26822	minh-tinh-ba-ba-bao-boi-nuu	Ba Ba Minh Tinh Gái Bảo Bối
26824	dai-tu-tai-thien-ton	Thiên Tôn Đại Tự Tại
26834	man-cap-truong-hieu-bi-thieu-hoan	Tài Khoản Mãn Cấp Bị Triệu Hoán
26836	a-sat-vuong-dich-hien-dai-	Hiện Đại Của Vua Arthur Tiệm Tân Nhân Sinh
26838	tuc-su-thi-long-da-kha-di	Dù Cho Là Rồng Cũng Có Thể
26840	tong-dia-ha-thanh-khai-thuy-	Đường Về Nhà Theo Thành Phố Ngầm Bắt Đầu
26846	xuyen-viet-gia-dich-triet-hoc-	Triết Học Ba Hỏi Của Người Xuyên Việt
26847	nu-trang-van-nghe-nhan-sinh	Nữ Trang Đời Người Văn Nghệ
26849	tuyet-the-vo-hiep-he-thong	Hệ Thống Võ Hiệp Tuyệt Thế
26852	do-thi-chi-toi-cuong-chu-giac	Nhất Đô Thị Vai Chính Mạnh
26857	tong-man-chi-that-lac-than-quyen	Tổng Mạn: Thần Quyền Thất Lạc
26861	sieu-cap-ngu-lac-luan-dan	Diễn Đàn Giải Trí Siêu Cấp
26862	tam-gioi-hong-bao-quan	Nhóm Bao Lì Xì Tam Giới
26863	hai-tac-chi-toi-cuong-hai-	Nhất Hải Tặc Loại Hải Vương Mạnh
26864	dien-anh-thoi-khong-sieu-cap-	Siêu Anh Hùng Thời Không Điện Ảnh
26866	vo-luong-khoa-hoc-gia	Nhà Khoa Học Vô Lương
26867	trich-tien-trang-vien	Trang Viên Trích Tiên
26873	sinh-tuy-tu-tuan	Sinh Theo Chết Tuẫn
26876	xuyen-thoa-thoi-khong-dich-hiep-khach	Xuyên Thoi Hiệp Khách Của Thời Không
26882	thien-tai-co-ban-phap	Thiên Tài Pháp Cơ Bản
26883	khoai-luong	Nhanh ******* Lương
26886	huan-sung-chi-nam	Dạy Dỗ Sủng Chỉ Nam
26891	trung-hoi-1988	Trở Lại 1988
26893	toan-dan-chi-thu-nguyen-giang-lam	Thứ Nguyên Toàn Dân Buông Xuống
26894	bac-dia-lanh-chua	Lãnh Chúa Đất Bắc
26895	thien-long-kiem-ton	Thiên Long Kiếm Tôn
26902	trieu-duong-canh-su	Triều Dương Cảnh Sự
26904	trung-sinh-chi-tong-dia-tinh-	Trùng Sinh: Theo Goblin Bắt Đầu
26905	nga-dich-kinh-ky-nhan-luong-	Lương Tâm Người Đại Diện Của Ta Sẽ Không Đau
26908	si-do-vinh-dieu	Sĩ Đồ Vinh Quang
26913	nga-tai-di-gioi-khai-cong-ty	Ta Tại Thế Giới Khác Mở Công Ty
26914	quyen-loi-du-du-hi	Quyền Lợi Cùng Trò Chơi
26917	nga-lich-su-phat-minh-gia	Ta, Nhà Phát Minh Lịch Sử
26921	dac-khieu-nga-nu-than-dai-nhan	Phải Kêu Ta Nữ Thần Đại Nhân
26928	van-hoa-chinh-phuc-di-gioi	Văn Hoá Chinh Phục Thế Giới Khác
26929	dien-phuc-tong-hoa-anh-khai-thuy	Lật Nhào Theo Hoả Ảnh Bắt Đầu
26930	xuan-vat-dich-luyen-ai-vat-ngu	Vật Xuân Yêu Đương Câu Chuyện
26932	toi-cuong-su-lai-mau-boi-	Mạnh Nhất Slime Bồi Dưỡng Hệ Thống
26938	nga-chan-bat-thi-nu-hiep	Ta Thật Không Phải Nữ Hiệp
26940	dai-ham-cu-nuong-1929v2-0-ban	Hạm Lớn Nương 1929V2 Khổng Lồ. 0 Bản
26941	man-uy-chi-tang-tan-thien-luong	Marvel Chi Táng Tận Thiên Lương
26943	vo-han-chi-luong-tu-vinh-sinh	Vô Hạn Chi Lượng Tử Vĩnh Sinh
26946	sach-hanh-tam-quoc	Sách Hành Tam Quốc
26947	khoa-cu-hung-gia	Khoa Cử Hưng Nhà
26949	thuc-dan-di-vi-dien	Thực Dân Vị Diện Khác
26950	ngan-ha-anh-hung-lien-minh	Ngân Hà Anh Hùng Liên Minh
26951	bien-than-chi-vo-hiep-dao-	Võ Hiệp Biến Thân Đến Thần Thoại
26952	trung-sinh-phuong-hong-tiem	Trùng Sinh Phương Hồng Tiệm
26953	di-gioi-chung-dien-chi-nam	Thế Giới Khác Làm Ruộng Chỉ Nam
26960	than-thoai-vi-dien-tu-luyen-	Vị Diện Thần Thoại Tu Luyện Điều Lệ
26962	chu-thien-thoi-khong-hanh	Thời Không Chư Thiên Được
26971	gia-duong-tieu-thu-phu	Thủ Phụ Nuôi Trong Nhà Nhỏ
26980	phuong-hoang-nam	Phượng Hoàng Nam
26982	dong-doanh-ngu-lac-gia	Nhà Giải Trí Đông Doanh
26983	thieu-nu-phuc-ma-luc	Thiếu Nữ Phục Ma Ghi
26985	hu-nghi-chi-anh-hung-dai-luc	Anh Hùng Đại Lục Ảo
26986	thuc-son-kiem-tong-he-thong	Hệ Thống Thục Sơn Kiếm Tông
26987	quyet-chien-de-tam-de-quoc	Quyết Chiến Đế Quốc Thứ Ba
26999	tong-chuy-danh-trieu-vu-dich-	Tổng Shiina Hướng Gà Rừng Của Sương Mù
27000	tong-man-bat-da-toan-cong-	[Tổng Mạn] Không Tính Toán Người Công Lược Của Công Lược
27001	ca-tinh	Sao Ca Nhạc
27003	vinh-da-hanh-quan	Vĩnh Hành Quân Đêm
27005	tuc-chu-dich-nhat-bach-chung-	Một Trăm Loại Cách Chết Của Kí Chủ
27008	nga-thieu-hoan-su-tan-tu-	Ta, Triệu Hoán Sư, Người Khai Phá Tư Thế Mới
27011	linh-hon-dao-du	Hướng Dẫn Du Lịch Linh Hồn
27012	than-hao-dich-an-dat-sinh-hoat	Sinh Hoạt An Nhàn Của Thần Hào
27014	nga-duong-ngoc-de-dich-na-	Ta Đương Những Năm Kia Của Ngọc Đế
27020	khai-cuc-nhat-toa-dia-ha-thanh	Bắt Đầu Một Toà Thành Phố Ngầm
27021	sinh-vu-1984	Sống Tại 1984
27029	chu-thien-van-gioi-phan-phai-	Group Chat Phản Diện Chư Thiên Vạn Giới
27032	nguu-dau-nhan-lanh-chua	Ngưu Đầu Nhân Lãnh Chúa
27035	tham-khong-chi-ha	Bên Dưới Thâm Không
27036	nhat-quyen-sieu-nhan-chi-de-	Đế Vương One-punch Man Động Cơ
27048	vong-du-chi-than-cap-luyen-	Game Online: Thần Cấp Luyện Sư Yêu
27050	dia-sat-that-thap-nhi-bien	Địa Sát Thất Thập Nhị Biến
27053	phap-gia-tat-nghiep-chi-nam	Sách Hướng Dẫn Tốt Nghiệp Pháp Gia
27054	loan-khu-chi-vuong	Vua Khu Vịnh
27055	than-cap-my-thuc-chu-ba	Chủ Bá Mỹ Thực Thần Cấp
27058	dao-tac-du-ma-vat-nuong	Đạo Tặc Cùng Ma Vật Nương
27059	long-khuyet	Khuyết Rồng
27060	sung-vat-tieu-tinh-linh-chi-	Hắc Ám Thú Cưng Tiểu Tinh Linh Cự Đầu
27066	hoang-da-truc-ba	Hoang Dã Phát Trực Tiếp
27068	lac-ho-ma	Ghìm Ngựa Hồ
27069	chinh-thong-thien-menh	Thiên Mệnh Chính Thống
27073	hoc-ba-online	Học Bá Online
27076	tay-du-nguyen-lai-nga-thi-	[Tây Du] Ban Đầu Ta Là Hoà Thượng Đường
27077	gian-diep-dich-chien-tranh	Chiến Tranh Của Gián Điệp
